TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,Cluster,PCA1,PCA2,cluster_label
13.0,260.0,1.658739006096028,2197.0,1.0,22.0,53.0,277.0,24.0,-1.1102230246251565e-16,-1.0497681524040379,3.0,0.04798707753509617,-0.2067936485059295,-1.2626675419268705,43.0,,1.0,-1.818354170995815,-0.17329325274641208,2
14.0,83.0,-0.4474446394370476,286.0,1.0,21.0,299.0,251.0,16.0,2.0,-1.49949295554867,3.0,0.20524264281614163,-0.2067936485059295,-1.2344020780640845,226.0,,1.0,-1.8835205029624043,0.08240428854220282,2
15.0,266.0,0.575070400083101,2380.0,1.0,10.0,451.0,361.0,24.0,-1.1102230246251565e-16,-0.4876121484732478,1.0,0.13376284041566644,-0.2067936485059295,-0.4227417455289484,355.0,,1.0,-0.7160715071736866,-0.0658499736060794,2
16.0,313.0,0.8846067996697973,2054.0,0.0,2.0,651.0,464.0,47.0,1.0,-1.443277355155591,3.0,0.5483456943384226,-0.2067936485059295,-1.021249610057465,72.00000000000001,,1.0,-1.8506890011862673,0.24805231708104508,2
17.0,354.0,0.669216058750975,2393.0,1.0,8.0,417.0,49.0,58.0,2.0,-0.31896534729401077,1.0,1.6348386908256458,-0.2067936485059295,-0.0011109695866326143,327.0,,2.0,-0.34727448844361464,0.9885944052995617,1
18.0,238.0,-0.9555502666944129,355.9999999999999,0.0,0.0,513.0,579.0,53.0,1.0,0.8053466605675694,2.0,-0.19504425062651956,-0.2067936485059295,0.7266529330633243,337.0,Muda,0.0,1.1755447170977893,-0.257252119200385,0
19.0,281.0,-0.7746590447998077,1061.0,0.0,8.0,38.0,70.0,38.0,2.0,-1.49949295554867,3.0,0.7056012596194681,-0.2067936485059295,0.3728782439432717,177.0,,1.0,-0.7312735275694121,0.47676274613339475,2
20.0,1.0,-0.8163188413573532,416.0000000000001,1.0,20.0,150.0,59.0,39.0,1.0,1.4799338652845175,2.0,-1.1671695632729824,-0.2067936485059295,0.1632204990176552,181.0,Muda,0.0,1.2608457660327252,-0.9935524922350538,0
21.0,13.0,-0.7257019319044686,1495.0,1.0,19.0,260.0,478.0,64.0,1.0,-0.3751809476870898,0.0,-0.38089173686775507,-0.2067936485059295,1.0337731972516602,110.0,,0.0,0.5411928298469952,-0.34089468765217706,0
22.0,93.0,-0.8407117485522317,1039.0,1.0,1.0,140.0,91.0,21.0,2.0,-0.31896534729401077,1.0,0.005099196094811046,-0.2067936485059295,0.9898622453182356,38.0,,0.0,0.5536751880476907,-0.06430429261875169,0
23.0,448.0,0.16529011502981078,807.0,1.0,13.0,158.0,268.0,82.0,2.0,-1.274630553976354,3.0,0.319610326656902,3.1124756489183207,-0.9517038515474685,41.0,,1.0,-1.4340312168923395,2.451406517821762,2
24.0,237.0,-0.5209316983317309,439.0,1.0,33.0,35.0,63.0,27.0,2.0,-1.330846154369433,3.0,-0.33800385542746997,-0.2067936485059295,-0.8162070533532758,46.0,,1.0,-1.4510157653878215,-0.300517012002602,2
25.0,39.0,-0.9938868722436672,1999.0,0.0,15.0,651.0,543.0,42.0,2.0,1.1426402629260435,2.0,2.2352690309896377,-0.2067936485059295,-0.37937692420172625,201.0,Muda,2.0,0.5842485482644664,1.4343117965130128,1
26.0,436.0,-0.1735725887125261,711.0,1.0,24.0,45.0,467.0,28.0,-1.1102230246251565e-16,-1.218414953583275,3.0,0.5483456943384226,6.431744946342571,-1.138657434417119,314.0,,2.0,-1.3291536792895504,4.958561886802084,1
27.0,55.0,-0.8814122734785179,605.0,1.0,25.0,300.0,327.0,7.0,1.0,-0.4313965480801688,1.0,-0.35229981590756504,-0.2067936485059295,-0.6224819637654089,335.0,,1.0,-0.6434251696200407,-0.3307395717885261,2
28.0,385.0,-0.5829074976513031,162.0,1.0,19.0,226.0,151.0,91.0,2.0,-0.03788734532861574,0.0,1.1058881530621294,-0.2067936485059295,-0.8569489093746535,298.0,,2.0,-0.5987845700006391,0.6619408334492882,1
29.0,309.0,-0.82711064720902,1772.0,1.0,11.0,288.0,397.0,42.0,1.0,-0.9935525520109589,3.0,2.335340754350303,-0.2067936485059295,-0.9647315022991751,127.0,,2.0,-1.3464948331695947,1.5912446305984336,2
30.0,362.0,-0.9225581745193173,1310.0,0.0,24.0,570.0,404.0,90.0,2.0,0.8053466605675694,0.0,-1.4244968519146932,-0.2067936485059295,0.8256487204129397,174.0,Muda,0.0,1.2698663982102316,-1.128113956164402,0
31.0,287.0,-0.8170040353796812,226.0,1.0,3.0,274.0,248.0,52.0,-1.1102230246251565e-16,-0.8811213512248008,0.0,1.963645781867832,-0.2067936485059295,1.2074709339519887,35.0,,2.0,0.2636651753924054,1.3507586561143154,1
32.0,58.00000000000003,0.33867846237992383,1802.0,1.0,27.0,601.0,92.0,6.0,-1.1102230246251565e-16,0.2431906566367793,1.0,0.6913052991393731,3.1124756489183207,1.1732441853031925,289.0,Muda,2.0,1.0939084052465957,2.6589315967762133,1
33.0,354.0,1.9878034353190734,508.9999999999999,1.0,20.0,109.0,93.0,93.0,2.0,-1.274630553976354,3.0,0.4339780104976623,-0.2067936485059295,-1.2090005948920401,87.0,,1.0,-1.9840924824448507,0.09243172782966567,2
34.0,360.0,-0.1450342576825629,2041.0,0.0,37.0,345.0,571.0,1.0,1.0,0.018328255064463266,0.0,-0.995618037511842,-0.2067936485059295,2.487475439210654,267.0,Muda,0.0,1.7867881442547975,-0.8096114548006498,0
35.0,263.0,-0.5921233572516154,1944.0,1.0,39.0,41.0,479.0,1.0,1.0,0.2431906566367793,1.0,-1.0670978399123172,-0.2067936485059295,0.16676650196778517,0.0,Muda,0.0,0.36807970201629847,-0.8757626423531211,0
36.0,399.0,-0.7518763435574001,2214.0,1.0,25.0,244.0,397.0,27.0,1.0,-1.0497681524040379,3.0,0.3624982080971871,-0.2067936485059295,-1.0803881191281433,354.0,,1.0,-1.429637508879215,0.19162474512709055,2
37.0,200.0,1.204866485705928,442.0,1.0,38.0,433.0,517.0,73.0,-1.1102230246251565e-16,1.7047962668568335,2.0,0.24813052425642676,-0.2067936485059295,-0.0611366203932074,291.0,Muda,0.0,1.0035817592829293,-0.12289511818206016,0
38.0,473.0,1.7051609011087532,1924.0,1.0,23.0,76.0,450.0,47.0,-1.1102230246251565e-16,1.1988558633191224,0.0,-0.42377961830804023,1.4528410002061958,0.7180661189780133,293.0,Muda,0.0,1.2371270784599644,0.5726435659994317,0
39.0,400.0,0.1303109601899639,163.0,1.0,28.0,37.0,449.0,39.0,2.0,0.5804842589952534,2.0,1.3775114021839352,-0.2067936485059295,-1.0499330048536357,68.99999999999999,Muda,2.0,-0.3858080880984873,0.7803124029883748,1
40.0,416.0,0.10578101419061983,1408.0,1.0,35.0,540.0,482.0,13.0,-1.1102230246251565e-16,1.0302090621398854,2.0,-0.009196764385283997,-0.2067936485059295,-0.2027203390527713,68.0,Muda,0.0,0.5590519650338012,-0.21044384084840329,0
41.0,475.0,-0.9029958851818515,53.0,1.0,30.0,607.0,25.0,45.0,2.0,-0.3751809476870898,0.0,-1.4387928123947882,-0.2067936485059295,2.3332794367393115,321.0,,0.0,1.4970507802243997,-1.0622901680712438,0
42.0,118.0,-0.19244968402766394,739.0,0.0,5.0,193.0,488.0,43.0,2.0,0.6929154597814113,0.0,-0.052084645825569126,-0.2067936485059295,2.113427253831254,160.0,Muda,0.0,1.9812171381358668,-0.17660747835916174,0
43.0,115.0,-0.8300227218039142,688.0,1.0,40.0,192.0,219.0,8.0,-1.1102230246251565e-16,-1.443277355155591,3.0,-0.03778868534547408,-0.2067936485059295,-1.2493091360192947,100.0,,1.0,-1.8063222217923418,-0.07034109899860776,2
44.0,10.0,0.023009576293391343,1373.0,1.0,21.0,665.0,523.0,4.0,1.0,-0.9935525520109589,3.0,-1.2386493656734576,-0.2067936485059295,-1.0885928981884585,210.0,,1.0,-1.4449570375032725,-0.9895272487777237,2
45.0,396.0,0.47167462211379824,1874.0,1.0,6.0,288.0,286.0,50.0,1.0,1.6485806664637546,2.0,-0.42377961830804023,-0.2067936485059295,-0.11307799983191522,288.0,Muda,0.0,1.0248540849803633,-0.5539117288224336,0
46.0,278.0,-0.4560095647161482,2385.0,1.0,3.0,101.0,43.0,69.0,1.0,-1.0497681524040379,3.0,-0.6382190255094659,-0.2067936485059295,-0.9243280934140357,250.0,,1.0,-1.3298401094574275,-0.5318319851918865,2
47.0,434.0,0.7285196013834677,1889.0,1.0,28.0,382.0,245.0,89.0,2.0,-1.443277355155591,3.0,-0.20934021110661458,-0.2067936485059295,-1.1108765653175832,311.0,,1.0,-1.8786030540814636,-0.28039035758793435,2
48.0,292.0,1.128193274607419,2257.0,1.0,10.0,276.0,574.0,22.0,2.0,-1.0497681524040379,3.0,0.2624264847365218,-0.2067936485059295,-1.243227343540836,61.000000000000014,,1.0,-1.7506791926226968,0.009539694598372915,2
49.0,466.0,-0.9441417862226509,582.0,0.0,34.0,294.0,76.0,54.0,2.0,-0.20653414650785276,1.0,0.7913770225000384,-0.2067936485059295,-0.9689877314367137,8.0,,1.0,-0.7482526645347857,0.46697409914404264,2
50.0,157.0,0.43765473890521056,287.0000000000001,0.0,18.0,641.0,109.0,39.0,2.0,1.3675026644983594,2.0,0.019395156574906088,-0.2067936485059295,-0.30941323475834487,44.0,Muda,0.0,0.6833528951473599,-0.2272130883674581,0
51.0,477.0,0.43498248221813124,358.0,1.0,29.0,580.0,231.0,14.0,2.0,0.35562185742293734,1.0,2.0637175052284973,-0.2067936485059295,0.017831814068870102,159.0,Muda,2.0,0.1555598690813476,1.2733306403806954,1
52.0,113.0,-0.7268667617424263,1043.0,1.0,41.0,229.0,278.0,77.0,1.0,1.2550714637122016,0.0,0.3624982080971871,-0.2067936485059295,2.5103026729525246,22.0,Muda,2.0,2.7039776537988582,0.1258610068293549,1
53.0,53.0,-0.4388454544568306,1684.0,1.0,36.0,427.0,428.0,35.0,1.0,-0.9373369516178799,3.0,0.319610326656902,-0.2067936485059295,-1.0757037030833945,155.0,,1.0,-1.3812687763849392,0.13771608992332804,2
54.0,414.0,-0.6610881355989335,607.0,1.0,29.0,622.0,245.0,94.0,-1.1102230246251565e-16,0.9739934617468065,2.0,-0.42377961830804023,-0.2067936485059295,-0.1632040719035283,258.0,Muda,0.0,0.6422504558737181,-0.4561540111768527,0
55.0,369.0,0.06631383850452403,1431.0,1.0,23.0,12.0,540.0,51.0,1.0,-1.105983752797117,3.0,-0.5238513416687055,-0.2067936485059295,-0.9718235081994352,172.0,,1.0,-1.463369681510055,-0.4790921524328746,2
56.0,267.0,-0.8121391578211521,2392.0,0.0,8.0,447.0,0.0,94.0,1.0,0.6929154597814113,2.0,-0.9670261165516518,-0.2067936485059295,-0.40495019493534623,214.0,Muda,0.0,0.3048184718795683,-0.8214888958675274,0
57.0,451.0,-0.017245572518381578,449.0,0.0,9.0,301.0,293.0,74.0,1.0,1.3112870641052805,2.0,-0.8383624722307964,-0.2067936485059295,-0.12202890098802778,86.0,Muda,0.0,0.8458646639579962,-0.8027729083967439,0
58.0,141.0,0.3046585791713361,1065.0,1.0,16.0,143.0,246.0,63.0,1.0,0.1869750562437003,1.0,-1.3101291680739329,-0.2067936485059295,0.13238078572469533,46.0,Muda,0.0,0.21039073882277093,-1.0975607235568978,0
59.0,422.0,-0.6355989179683301,1852.0,1.0,18.0,87.0,290.0,63.0,1.0,-1.218414953583275,3.0,-0.9813220770317469,-0.2067936485059295,-1.0727756225562444,313.0,,1.0,-1.5243901421035289,-0.7580584215969188,2
60.0,433.0,0.9281851394898614,1884.0,1.0,16.0,227.0,376.0,93.0,-1.1102230246251565e-16,0.07454385545754227,1.0,0.4625699314578524,-0.2067936485059295,0.09886939125022053,2.0,Muda,0.0,-0.002548780839464832,0.12604357128215968,0
61.0,1.0,-0.11512553860794346,891.0,1.0,9.0,277.0,511.0,86.0,1.0,1.9296586684291497,2.0,1.5347669674649806,1.4528410002061958,-0.2408315377879352,279.0,Muda,2.0,1.2343969371182801,2.0165574918083937,1
62.0,420.0,0.17830880145404376,2115.0,1.0,19.0,499.0,566.0,96.0,2.0,0.1869750562437003,1.0,1.5204710069848855,-0.2067936485059295,0.3941670816113332,106.0,Muda,2.0,0.34235396242203875,0.9168293741814146,1
63.0,321.0,1.0408310367605926,994.0,0.0,30.0,531.0,77.0,0.0,1.0,0.6366998593883324,1.0,-0.22363617158670962,-0.2067936485059295,0.8573960873894472,98.0,Muda,0.0,0.9274830698890267,-0.38344821962733955,0
64.0,429.0,-0.9997795408356885,2081.0,1.0,5.0,446.0,156.0,70.0,2.0,0.2994062570298583,0.0,0.062283038015191215,-0.2067936485059295,2.2752408808614075,308.0,Muda,0.0,1.9056977405668574,-0.02760415365928512,0
65.0,238.0,-0.3297968258033214,606.0,0.0,26.0,96.0,126.0,2.0,1.0,-0.15031854611477377,1.0,0.9486325877810838,-0.2067936485059295,-0.6484936773800644,317.0,,1.0,-0.5559710226210474,0.5441373911873426,1
66.0,315.0,0.002830612335830326,761.0,1.0,16.0,420.0,571.0,4.0,1.0,0.6366998593883324,2.0,1.5061750465047905,-0.2067936485059295,-0.5383240065476822,229.0,Muda,2.0,0.023719976472650447,0.882806833865395,1
67.0,455.0,0.765588597991415,725.0,1.0,0.0,295.0,88.0,62.0,1.0,-1.105983752797117,3.0,0.11946687993557138,-0.2067936485059295,-0.8109611227415868,346.0,,1.0,-1.4432539453774857,-0.06218566790425849,2
68.0,456.0,-0.6177496136866844,262.0,0.0,2.0,126.0,440.0,56.0,2.0,0.8615622609606484,1.0,-1.4816806938350733,-0.2067936485059295,-0.3714029045524825,48.0,Muda,0.0,0.43704020030982643,-1.2047898005230688,0
69.0,390.0,-0.3716279208664489,2147.0,0.0,16.0,664.0,78.0,39.0,1.0,-0.7124745500455638,1.0,-0.23793213206680466,-0.2067936485059295,-1.0607992091216405,139.0,,1.0,-1.2075279674273929,-0.27153196089583803,2
70.0,215.0,-0.5620090799702975,1314.0,1.0,1.0,196.0,422.0,90.0,-1.1102230246251565e-16,-0.03788734532861574,1.0,1.4346952441043153,-0.2067936485059295,-0.3251202586719357,235.0,,2.0,-0.23568006104316921,0.9004839590988649,1
71.0,50.99999999999997,-0.5289142086918527,92.0,1.0,9.0,395.0,501.0,65.0,2.0,-0.5438277488663268,1.0,0.21953860329623667,-0.2067936485059295,0.3231957427396068,183.0,,1.0,-0.11145452172359974,0.07149219403556036,0
72.0,278.0,-0.9346861087145238,1236.0,1.0,4.0,176.0,566.0,69.0,-1.1102230246251565e-16,0.9739934617468065,2.0,-0.9241382351113667,-0.2067936485059295,0.19273719168713907,351.0,Muda,0.0,0.9339877627193419,-0.7897552020089283,0
73.0,108.0,-0.2181444598649658,1996.0,0.0,17.0,286.0,150.0,45.0,2.0,-1.0497681524040379,3.0,2.292452872910018,-0.2067936485059295,0.3649375562089603,142.0,,2.0,-0.5199648870273949,1.5458073485877681,1
74.0,261.0,3.134475631685065,1869.0,1.0,16.0,225.0,277.0,35.0,1.0,-1.387061754762512,3.0,-1.367313009994313,-0.2067936485059295,-1.155938750312908,28.0,,1.0,-2.111507177064936,-1.2429858326975047,2
75.0,235.0,-0.2243112060659182,2488.0,1.0,29.0,72.0,160.0,65.0,-1.1102230246251565e-16,-0.4313965480801688,1.0,-0.9813220770317469,-0.2067936485059295,0.40397435658186615,174.0,,0.0,0.01811873387950568,-0.8005805763135337,0
76.0,6.0,-0.4623818691237991,1086.0,1.0,18.0,69.0,484.0,59.0,2.0,-1.274630553976354,3.0,-0.09497252726585426,-0.2067936485059295,-1.1487031607790925,119.0,,1.0,-1.6569556517630222,-0.13899661915989664,2
77.0,21.0,-0.7059683440614207,502.0,1.0,25.0,351.0,582.0,94.0,1.0,-0.03788734532861574,0.0,-0.7239947883900362,-0.2067936485059295,2.4516256827039893,312.0,,0.0,1.7782770468073932,-0.5825437410464527,0
78.0,459.0,-0.6074374436506471,2417.0,1.0,24.0,544.0,186.0,44.0,1.0,-1.443277355155591,3.0,-0.6096271045492758,-0.2067936485059295,-0.9619880293008822,27.0,,1.0,-1.6162555400845529,-0.4842375402008236,2
79.0,13.0,-0.4225720964265394,1312.0,1.0,39.0,360.0,87.0,31.0,2.0,0.2994062570298583,0.0,-0.7525867093502262,-0.2067936485059295,1.3881555528208673,246.0,Muda,0.0,1.2381434032367795,-0.6495948009616637,0
80.0,401.0,-0.3901624191704226,1137.0,1.0,10.0,471.0,556.0,73.0,-1.1102230246251565e-16,-0.3751809476870898,1.0,-0.2522280925468997,-0.2067936485059295,-1.169638167350178,208.0,,1.0,-1.0447573619486676,-0.29835250841152217,2
81.0,440.0,0.16374842847957272,2011.0,0.0,31.0,94.99999999999997,88.0,80.0,2.0,0.7491310601744904,1.0,-0.5667392231089906,-0.2067936485059295,0.34297438826187915,113.0,Muda,0.0,0.7510706915121618,-0.5876426542351102,0
82.0,232.0,2.1410813381138585,147.0,1.0,11.0,201.0,328.0,3.0,-1.1102230246251565e-16,1.0302090621398854,2.0,-0.46666749974832533,-0.2067936485059295,-0.10216564368169591,283.0,Muda,0.0,0.4138057112331954,-0.6510439270224326,0
83.0,218.0,-0.12910349666343562,2100.0,1.0,10.0,596.0,406.0,27.0,2.0,0.2431906566367793,0.0,0.7198972200995631,-0.2067936485059295,0.5288382739125815,195.0,Muda,2.0,0.5290626911430166,0.367045138204391,1
84.0,138.0,-0.48951555240798983,1218.0,1.0,36.0,477.0,200.0,29.0,2.0,-0.6000433492594058,0.0,0.5340497338583277,-0.2067936485059295,-0.920623122869612,199.0,,1.0,-1.0351019257460703,0.2781485368359701,2
85.0,96.0,3.571903495539292,1844.0,0.0,2.0,557.0,193.0,11.0,2.0,0.5242686586021743,1.0,-1.2815372471137427,-0.2067936485059295,0.9076477951404213,30.0,Muda,0.0,0.6268352998935179,-1.2730420579450312,0
86.0,299.0,-0.9354055624379682,1997.0,1.0,23.0,413.0,171.0,32.0,1.0,1.0864246625329645,0.0,-0.7239947883900362,-0.2067936485059295,1.219339659661426,341.0,Muda,0.0,1.7284642144617683,-0.6399525419952372,0
87.0,368.0,0.9266434529396235,1601.0,1.0,42.0,17.0,532.0,53.0,-1.1102230246251565e-16,0.1869750562437003,0.0,-0.06638060630566417,-0.2067936485059295,1.3954552421910913,68.99999999999999,Muda,0.0,0.9983356684179722,-0.23662563426948183,0
88.0,433.0,-0.9866238156069899,1161.0,0.0,36.0,438.0,89.0,42.0,2.0,0.7491310601744904,0.0,0.8485608644204186,-0.2067936485059295,1.99212215941795,167.0,Muda,2.0,2.0030086917107917,0.5026669307853142,1
89.0,432.0,0.3267218266902993,2190.0,1.0,18.0,138.99999999999997,246.0,21.0,2.0,-1.162199353190196,3.0,-0.2808200135070898,-0.2067936485059295,-1.1083253918285165,135.0,,1.0,-1.633187376696661,-0.32125387849406317,2
90.0,104.0,1.4366333637583906,1730.0,0.0,25.0,311.0,12.0,51.0,2.0,0.8615622609606484,2.0,-1.2243534051933627,-0.2067936485059295,-0.2692918651534036,109.0,Muda,0.0,0.2741648806199135,-1.1405158023654656,0
91.0,306.0,-0.2526439788891831,1853.0,1.0,18.0,465.0,90.0,8.0,-1.1102230246251565e-16,0.4680530582090954,1.0,-0.9241382351113667,4.772110297630446,-0.5600769270313429,98.0,Muda,2.0,0.22122546541126822,2.6814075710113268,1
92.0,147.0,-0.229313122428913,596.0,1.0,15.0,509.0,487.0,48.0,1.0,-1.330846154369433,3.0,0.21953860329623667,-0.2067936485059295,-1.1528363182307262,260.0,,1.0,-1.7325386394701225,0.07276998522637773,2
93.0,368.0,0.49514251737853404,2435.0,1.0,20.0,625.0,205.0,46.0,2.0,-1.443277355155591,3.0,2.006533663308117,-0.2067936485059295,-0.9585497140759189,118.0,,1.0,-1.7972428776530596,1.303640689849408,2
94.0,420.0,1.1873597784354462,433.0000000000001,1.0,35.0,174.0,196.0,92.0,-1.1102230246251565e-16,-0.8811213512248008,1.0,-0.681106906949751,-0.2067936485059295,-1.0181061540799818,101.0,,1.0,-1.4590722555091449,-0.6669640951759205,2
95.0,9.0,0.723175088009309,1172.0,0.0,23.0,602.0,272.0,47.0,1.0,0.35562185742293734,1.0,0.10517091945547634,-0.2067936485059295,0.6651273460847859,189.0,Muda,0.0,0.6230416175577685,-0.12118991992816026,0
96.0,343.0,1.9220933285778141,723.0,0.0,37.0,18.0,225.0,1.0,1.0,-0.9935525520109589,3.0,0.9343366273009888,-0.2067936485059295,-0.8310782154000972,263.0,,1.0,-1.5260280383164346,0.4417838116902747,2
97.0,10.0,-0.932664786348656,1307.0,1.0,21.0,187.0,490.0,6.0,-1.1102230246251565e-16,0.6929154597814113,1.0,-0.5953311440691808,-0.2067936485059295,-1.2597574093539148,281.0,Muda,0.0,-0.29003095496399006,-0.5626682878177233,0
98.0,448.0,-0.5138056804995192,1640.0,1.0,5.0,91.0,144.0,27.0,1.0,1.4799338652845175,2.0,0.19094668233604659,-0.2067936485059295,-0.7688141983061302,59.0,Muda,0.0,0.5418593114226006,-0.06207377069308229,0
99.0,176.0,-0.6254923061389914,1698.0,1.0,35.0,511.0,93.99999999999997,3.0,1.0,-0.4313965480801688,0.0,0.7913770225000384,-0.2067936485059295,0.6485254884549293,135.0,,2.0,0.19312912450582073,0.48070884420956517,1
100.0,261.0,0.2938667733196694,164.0,1.0,13.0,310.0,232.0,65.0,1.0,-0.8249057508317219,1.0,-1.367313009994313,-0.2067936485059295,0.9711450930868917,283.0,,0.0,0.09111703849022548,-1.077324994864414,0
101.0,17.0,-0.6819522935788226,1485.0,0.0,12.0,511.0,398.0,94.0,2.0,-1.387061754762512,3.0,0.677009338659278,-0.2067936485059295,1.0946013780100716,219.0,,2.0,-0.15574351138960613,0.4552154504770278,1
102.0,73.0,-0.7343696362869184,1962.0,0.0,13.0,589.0,327.0,8.0,1.0,0.5804842589952534,0.0,0.6341214572189929,-0.2067936485059295,-1.008416822808441,268.0,Muda,2.0,-0.24323700492023714,0.3048391129223259,1
103.0,459.0,-0.34750909128050156,380.0,1.0,41.0,160.0,315.0,98.0,1.0,-0.9935525520109589,1.0,0.37679416857728215,-0.2067936485059295,1.1036856068259144,129.0,,2.0,0.09657553135314514,0.2043583575949657,1
104.0,168.0,-0.5743768320733188,9.0,1.0,19.0,627.0,36.0,44.0,-1.1102230246251565e-16,-0.7124745500455638,1.0,1.649134651305741,-0.2067936485059295,0.7283323487772326,12.0,,2.0,0.02623734803206409,1.0995661285138438,1
105.0,231.0,0.0318828388825395,2289.0,1.0,6.999999999999998,77.0,584.0,46.0,2.0,0.07454385545754227,1.0,-0.9813220770317469,-0.2067936485059295,1.1034856153363193,264.0,Muda,0.0,0.8353962930762971,-0.8307348650773411,0
106.0,12.0,-0.6256293449434569,2076.0,1.0,39.0,178.0,51.0,31.0,2.0,0.8053466605675694,2.0,-0.5667392231089906,-0.2067936485059295,0.2641879973352026,181.0,Muda,0.0,0.8230680501293758,-0.5455966381793119,0
107.0,392.0,1.572507338386043,460.0,1.0,34.0,27.0,222.0,11.0,1.0,-0.9935525520109589,3.0,-1.4673847333549783,-0.2067936485059295,-1.2034495490590456,316.0,,1.0,-1.69257989438928,-1.2428689390089525,2
108.0,418.0,0.7063193150600389,2269.0,1.0,20.0,501.0,344.0,82.0,2.0,-1.274630553976354,3.0,-1.2100574447132675,-0.2067936485059295,-1.1964831788381467,179.0,,1.0,-1.7945847719108248,-0.9967471332276151,2
109.0,152.0,-0.529530883311948,1399.0,1.0,35.0,453.0,286.0,54.0,-1.1102230246251565e-16,1.0302090621398854,2.0,0.39109012905737717,-0.2067936485059295,0.7351346234169251,258.0,Muda,0.0,1.2783102951351688,0.12213089333883735,0
110.0,66.0,2.561345091708768,2219.0,1.0,8.0,385.0,525.0,76.0,-1.1102230246251565e-16,0.4680530582090954,2.0,-0.666810946469656,-0.2067936485059295,-0.8421187712231337,72.00000000000001,Muda,0.0,-0.5418962076373836,-0.799624226447657,0
111.0,314.0,-0.1783346871677061,559.0,1.0,27.0,519.0,432.0,88.0,-1.1102230246251565e-16,-1.105983752797117,3.0,0.8628568249005136,-0.2067936485059295,-1.0587351943892802,243.0,,1.0,-1.5293217097288543,0.5155231680933833,2
