TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,cluster,Cluster
-0.5829074976513031,162,1,19,2,-0.03788734532861574,0,1.1058881530621296,-0.20679364850592966,-0.8569489093746535,298,1,2,2
-0.82711064720902,1772,1,11,1,-0.9935525520109587,3,2.3353407543503035,-0.20679364850592966,-0.9647315022991751,127,1,2,2
-0.9225581745193173,1310,0,24,2,0.8053466605675692,0,-1.4244968519146934,-0.20679364850592966,0.8256487204129397,174,0,0,0
-0.8170040353796812,226,1,3,0,-0.8811213512248006,0,1.9636457818678321,-0.20679364850592966,1.2074709339519887,35,1,2,2
0.33867846237992405,1802,1,27,0,0.24319065663677925,1,0.6913052991393731,3.1124756489183207,1.1732441853031925,289,0,2,2
1.9878034353190739,509,1,20,2,-1.2746305539763538,3,0.4339780104976623,-0.20679364850592966,-1.2090005948920401,87,1,1,1
-0.14503425768256278,2041,0,37,1,0.018328255064463252,0,-0.9956180375118422,-0.20679364850592966,2.487475439210654,267,0,0,0
-0.5921233572516154,1944,1,39,1,0.24319065663677925,1,-1.0670978399123174,-0.20679364850592966,0.1667665019677851,0,0,0,0
-0.7518763435574001,2214,1,25,1,-1.0497681524040376,3,0.3624982080971871,-0.20679364850592966,-1.0803881191281433,354,1,1,1
1.2048664857059284,442,1,38,0,1.704796266856833,2,0.2481305242564267,-0.20679364850592966,-0.06113662039320745,291,0,0,0
1.7051609011087536,1924,1,23,0,1.1988558633191222,0,-0.42377961830804034,1.4528410002061956,0.7180661189780133,293,0,0,0
0.13031096018996408,163,1,28,2,0.5804842589952532,2,1.3775114021839354,-0.20679364850592966,-1.0499330048536357,69,0,2,2
0.10578101419061998,1408,1,35,0,1.0302090621398852,2,-0.009196764385284075,-0.20679364850592966,-0.20272033905277134,68,0,0,0
-0.9029958851818515,53,1,30,2,-0.3751809476870897,0,-1.4387928123947884,-0.20679364850592966,2.3332794367393115,321,1,0,0
-0.19244968402766383,739,0,5,2,0.6929154597814112,0,-0.05208464582556921,-0.20679364850592966,2.113427253831254,160,0,0,0
-0.8300227218039142,688,1,40,0,-1.4432773551555909,3,-0.037788685345474166,-0.20679364850592966,-1.2493091360192947,100,1,1,1
0.02300957629339149,1373,1,21,1,-0.9935525520109587,3,-1.2386493656734578,-0.20679364850592966,-1.0885928981884585,210,1,1,1
0.47167462211379846,1874,1,6,1,1.6485806664637541,2,-0.42377961830804034,-0.20679364850592966,-0.11307799983191527,288,0,0,0
-0.45600956471614806,2385,1,3,1,-1.0497681524040376,3,-0.6382190255094661,-0.20679364850592966,-0.9243280934140357,250,1,1,1
0.7285196013834679,1889,1,28,2,-1.4432773551555909,3,-0.2093402111066147,-0.20679364850592966,-1.1108765653175832,311,1,1,1
1.1281932746074195,2257,1,10,2,-1.0497681524040376,3,0.2624264847365218,-0.20679364850592966,-1.243227343540836,61,1,1,1
-0.9441417862226509,582,0,34,2,-0.2065341465078527,1,0.7913770225000384,-0.20679364850592966,-0.9689877314367137,8,1,1,1
0.4376547389052108,287,0,18,2,1.3675026644983592,2,0.019395156574906015,-0.20679364850592966,-0.3094132347583449,44,0,0,0
0.43498248221813146,358,1,29,2,0.3556218574229373,1,2.0637175052284977,-0.20679364850592966,0.017831814068870053,159,0,2,2
-0.7268667617424263,1043,1,41,1,1.2550714637122014,0,0.3624982080971871,-0.20679364850592966,2.5103026729525246,22,0,2,2
-0.4388454544568305,1684,1,36,1,-0.9373369516178797,3,0.319610326656902,-0.20679364850592966,-1.0757037030833945,155,1,1,1
-0.6610881355989335,607,1,29,0,0.9739934617468062,2,-0.42377961830804034,-0.20679364850592966,-0.16320407190352837,258,0,0,0
0.06631383850452419,1431,1,23,1,-1.1059837527971168,3,-0.5238513416687057,-0.20679364850592966,-0.9718235081994352,172,1,1,1
-0.8121391578211521,2392,0,8,1,0.6929154597814112,2,-0.967026116551652,-0.20679364850592966,-0.4049501949353463,214,0,0,0
-0.01724557251838144,449,0,9,1,1.3112870641052803,2,-0.8383624722307966,-0.20679364850592966,-0.12202890098802784,86,0,0,0
0.3046585791713363,1065,1,16,1,0.18697505624370028,1,-1.310129168073933,-0.20679364850592966,0.13238078572469528,46,0,0,0
-0.6355989179683301,1852,1,18,1,-1.2184149535832747,3,-0.9813220770317471,-0.20679364850592966,-1.0727756225562444,313,1,1,1
0.9281851394898616,1884,1,16,0,0.07454385545754225,1,0.4625699314578524,-0.20679364850592966,0.09886939125022047,2,0,0,0
-0.11512553860794333,891,1,9,1,1.9296586684291492,2,1.5347669674649809,1.4528410002061956,-0.24083153778793526,279,0,2,2
0.17830880145404393,2115,1,19,2,0.18697505624370028,1,1.5204710069848857,-0.20679364850592966,0.3941670816113331,106,0,2,2
1.040831036760593,994,0,30,1,0.6366998593883323,1,-0.22363617158670973,-0.20679364850592966,0.8573960873894472,98,0,0,0
-0.9997795408356885,2081,1,5,2,0.29940625702985824,0,0.062283038015191146,-0.20679364850592966,2.2752408808614075,308,0,0,0
-0.3297968258033213,606,0,26,1,-0.15031854611477374,1,0.9486325877810838,-0.20679364850592966,-0.6484936773800644,317,1,1,1
0.0028306123358304677,761,1,16,1,0.6366998593883323,2,1.5061750465047907,-0.20679364850592966,-0.5383240065476822,229,0,2,2
0.7655885979914152,725,1,0,1,-1.1059837527971168,3,0.11946687993557131,-0.20679364850592966,-0.8109611227415868,346,1,1,1
-0.6177496136866844,262,0,2,2,0.8615622609606481,1,-1.4816806938350735,-0.20679364850592966,-0.37140290455248254,48,0,0,0
-0.3716279208664488,2147,0,16,1,-0.7124745500455637,1,-0.23793213206680477,-0.20679364850592966,-1.0607992091216405,139,1,1,1
-0.5620090799702975,1314,1,1,0,-0.03788734532861574,1,1.4346952441043155,-0.20679364850592966,-0.3251202586719358,235,1,2,2
-0.5289142086918527,92,1,9,2,-0.5438277488663267,1,0.21953860329623662,-0.20679364850592966,0.3231957427396067,183,1,1,1
-0.9346861087145238,1236,1,4,0,0.9739934617468062,2,-0.924138235111367,-0.20679364850592966,0.19273719168713901,351,0,0,0
-0.2181444598649657,1996,0,17,2,-1.0497681524040376,3,2.2924528729100184,-0.20679364850592966,0.36493755620896023,142,1,2,2
3.1344756316850653,1869,1,16,1,-1.3870617547625117,3,-1.3673130099943132,-0.20679364850592966,-1.155938750312908,28,1,1,1
-0.2243112060659181,2488,1,29,0,-0.4313965480801687,1,-0.9813220770317471,-0.20679364850592966,0.4039743565818661,174,1,0,0
-0.46238186912379897,1086,1,18,2,-1.2746305539763538,3,-0.09497252726585435,-0.20679364850592966,-1.1487031607790925,119,1,1,1
-0.7059683440614207,502,1,25,1,-0.03788734532861574,0,-0.7239947883900364,-0.20679364850592966,2.4516256827039893,312,1,0,0
-0.6074374436506471,2417,1,24,1,-1.4432773551555909,3,-0.609627104549276,-0.20679364850592966,-0.9619880293008822,27,1,1,1
-0.4225720964265393,1312,1,39,2,0.29940625702985824,0,-0.7525867093502264,-0.20679364850592966,1.3881555528208673,246,0,0,0
-0.3901624191704225,1137,1,10,0,-0.3751809476870897,1,-0.2522280925468998,-0.20679364850592966,-1.169638167350178,208,1,1,1
0.16374842847957288,2011,0,31,2,0.7491310601744903,1,-0.5667392231089908,-0.20679364850592966,0.3429743882618791,113,0,0,0
2.141081338113859,147,1,11,0,1.0302090621398852,2,-0.46666749974832544,-0.20679364850592966,-0.10216564368169596,283,0,0,0
-0.1291034966634355,2100,1,10,2,0.24319065663677925,0,0.7198972200995631,-0.20679364850592966,0.5288382739125815,195,0,2,2
-0.4895155524079897,1218,1,36,2,-0.6000433492594057,0,0.5340497338583277,-0.20679364850592966,-0.920623122869612,199,1,1,1
3.5719034955392925,1844,0,2,2,0.5242686586021742,1,-1.281537247113743,-0.20679364850592966,0.9076477951404213,30,0,0,0
-0.9354055624379682,1997,1,23,1,1.0864246625329643,0,-0.7239947883900364,-0.20679364850592966,1.219339659661426,341,0,0,0
0.9266434529396237,1601,1,42,0,0.18697505624370028,0,-0.06638060630566427,-0.20679364850592966,1.3954552421910913,69,0,0,0
-0.9866238156069899,1161,0,36,2,0.7491310601744903,0,0.8485608644204186,-0.20679364850592966,1.99212215941795,167,0,2,2
0.32672182669029953,2190,1,18,2,-1.1621993531901957,3,-0.2808200135070899,-0.20679364850592966,-1.1083253918285165,135,1,1,1
1.436633363758391,1730,0,25,2,0.8615622609606481,2,-1.2243534051933629,-0.20679364850592966,-0.26929186515340364,109,0,0,0
-0.252643978889183,1853,1,18,0,0.46805305820909526,1,-0.924138235111367,4.772110297630446,-0.5600769270313429,98,0,2,2
-0.22931312242891289,596,1,15,1,-1.3308461543694328,3,0.21953860329623662,-0.20679364850592966,-1.1528363182307262,260,1,1,1
0.49514251737853426,2435,1,20,2,-1.4432773551555909,3,2.0065336633081174,-0.20679364850592966,-0.9585497140759189,118,1,1,1
1.1873597784354466,433,1,35,0,-0.8811213512248006,1,-0.6811069069497512,-0.20679364850592966,-1.0181061540799818,101,1,1,1
0.7231750880093092,1172,0,23,1,0.3556218574229373,1,0.10517091945547627,-0.20679364850592966,0.6651273460847859,189,0,0,0
1.9220933285778146,723,0,37,1,-0.9935525520109587,3,0.9343366273009888,-0.20679364850592966,-0.8310782154000972,263,1,1,1
-0.932664786348656,1307,1,21,0,0.6929154597814112,1,-0.595331144069181,-0.20679364850592966,-1.2597574093539148,281,0,0,0
-0.5138056804995192,1640,1,5,1,1.4799338652845173,2,0.19094668233604653,-0.20679364850592966,-0.7688141983061302,59,0,0,0
-0.6254923061389914,1698,1,35,1,-0.4313965480801687,0,0.7913770225000384,-0.20679364850592966,0.6485254884549293,135,1,2,2
0.29386677331966965,164,1,13,1,-0.8249057508317217,1,-1.3673130099943132,-0.20679364850592966,0.9711450930868917,283,1,0,0
-0.6819522935788226,1485,0,12,2,-1.3870617547625117,3,0.677009338659278,-0.20679364850592966,1.0946013780100716,219,1,2,2
-0.7343696362869184,1962,0,13,1,0.5804842589952532,0,0.6341214572189929,-0.20679364850592966,-1.008416822808441,268,0,2,2
-0.34750909128050145,380,1,41,1,-0.9935525520109587,1,0.37679416857728215,-0.20679364850592966,1.1036856068259144,129,1,2,2
-0.5743768320733188,9,1,19,0,-0.7124745500455637,1,1.6491346513057412,-0.20679364850592966,0.7283323487772326,12,1,2,2
0.03188283888253965,2289,1,7,2,0.07454385545754225,1,-0.9813220770317471,-0.20679364850592966,1.1034856153363193,264,0,0,0
-0.6256293449434569,2076,1,39,2,0.8053466605675692,2,-0.5667392231089908,-0.20679364850592966,0.26418799733520254,181,0,0,0
1.5725073383860435,460,1,34,1,-0.9935525520109587,3,-1.4673847333549785,-0.20679364850592966,-1.2034495490590456,316,1,1,1
0.7063193150600391,2269,1,20,2,-1.2746305539763538,3,-1.2100574447132677,-0.20679364850592966,-1.1964831788381467,179,1,1,1
-0.529530883311948,1399,1,35,0,1.0302090621398852,2,0.39109012905737717,-0.20679364850592966,0.7351346234169251,258,0,0,0
2.5613450917087683,2219,1,8,0,0.46805305820909526,2,-0.6668109464696562,-0.20679364850592966,-0.8421187712231337,72,0,0,0
-0.17833468716770598,559,1,27,0,-1.1059837527971168,3,0.8628568249005136,-0.20679364850592966,-1.0587351943892802,243,1,1,1
-0.14808337108192254,736,0,9,2,0.3556218574229373,1,0.7770810620199433,-0.20679364850592966,0.9576405395523041,33,0,2,2
-0.2872120173156331,432,0,9,0,1.87344306803607,2,2.3210447938702083,-0.20679364850592966,-0.4065424348717387,193,0,2,2
0.10369117242251939,270,1,14,2,-0.2627497469009317,1,-0.22363617158670973,-0.20679364850592966,-1.1881912240003156,7,1,1,1
-1.010982463100752,1334,1,36,2,0.13075945585062126,0,-0.18074829014642463,-0.20679364850592966,1.8027353467582248,210,0,0,0
0.008517722721153174,1895,0,2,2,1.3112870641052803,0,-1.0385059189521273,-0.20679364850592966,2.1620739016785535,354,0,0,0
-0.8243356114185914,2505,0,28,0,-0.09410294572169474,1,0.03369111705500106,1.4528410002061956,0.14719041192856425,79,1,2,2
0.37704932763029475,1250,1,4,2,-1.0497681524040376,1,-0.8240665117507017,-0.20679364850592966,0.8287691004493158,7,1,0,0
-0.6227172703485628,934,1,14,1,-0.3189653472940107,1,0.677009338659278,-0.20679364850592966,0.35043048123294046,219,1,2,2
-0.8360181694992846,1524,1,15,0,1.3675026644983592,2,0.019395156574906015,-0.20679364850592966,-0.8879040023731489,140,0,0,0
-0.8025464415085594,2179,0,11,2,0.07454385545754225,0,0.648417417699088,-0.20679364850592966,1.553943369708361,230,0,2,2
0.06946573100723327,937,1,11,2,-0.9935525520109587,3,-0.40948365782794527,-0.20679364850592966,-1.2739978290104745,308,1,1,1
0.11667559914563581,1584,1,32,2,-0.2065341465078527,1,-0.8383624722307966,-0.20679364850592966,-0.24145971618474082,276,1,0,0
-1.0022804990171859,2255,1,42,0,0.6366998593883323,2,-1.1242816818326975,-0.20679364850592966,0.11385593300257739,264,0,0,0
-0.2845397606285537,1430,0,11,2,1.4237182648914384,0,1.8206861770668816,-0.20679364850592966,1.5479410610270494,332,0,2,2
1.0319577741714447,1651,1,30,1,0.6929154597814112,0,0.5483456943384226,-0.20679364850592966,-0.9483655320673028,230,0,0,0
1.8626527471408558,1468,1,40,2,-1.0497681524040376,3,-0.5667392231089908,-0.20679364850592966,-1.0283313599838995,215,1,1,1
-0.8888466286207773,1679,1,23,2,-1.0497681524040376,3,-0.16645232966632958,-0.20679364850592966,-1.2334405805179538,79,1,1,1
2.532018787553128,1279,1,35,1,0.7491310601744903,0,0.34820224761709206,-0.20679364850592966,0.10955098798936827,181,0,0,0
-0.5922603960560809,1222,1,28,1,-0.6562589496524848,1,-0.2093402111066147,-0.20679364850592966,0.3065246572864289,62,1,1,1
0.01663727188574058,1814,0,35,1,1.87344306803607,2,-1.1385776423127925,-0.20679364850592966,0.004950310944175032,331,0,0,0
-0.30680856635421533,2203,1,21,2,0.13075945585062126,1,2.192381149549353,-0.20679364850592966,1.0847428231704115,142,0,2,2
-0.9997795408356885,2183,0,20,1,-1.2184149535832747,3,1.920757900427547,-0.20679364850592966,-1.0246571573609522,269,1,1,1
0.28687779429192345,1546,1,0,0,0.6366998593883323,0,-0.6382190255094661,-0.20679364850592966,1.7232720615590722,189,0,0,0
-0.9641837113757462,1952,1,25,0,0.29940625702985824,0,0.062283038015191146,-0.20679364850592966,2.381146630575882,335,0,0,0
0.6457481634862395,1142,1,28,2,-1.4994929555486698,3,-0.7382907488701314,-0.20679364850592966,-0.8629409620821399,40,1,1,1
0.13291469747481063,102,1,35,1,-1.3308461543694328,3,-1.4530887728748836,-0.20679364850592966,-1.0547866444665035,214,1,1,1
2.397617980073481,2217,1,39,2,1.3675026644983592,0,-0.02349272486537912,-0.20679364850592966,0.4347884299402624,122,0,0,0
-0.21591757929239952,1635,1,6,2,-1.2184149535832747,3,0.00509919609481097,-0.20679364850592966,-1.2436196345396575,144,1,1,1
-0.9989915677100112,2018,1,6,2,-0.8249057508317217,0,1.8063902165867867,-0.20679364850592966,0.08421616864718892,200,1,2,2
2.5774471512334776,2009,1,11,0,1.9858742688222282,2,-1.4102008914345985,-0.20679364850592966,-0.7888005272983668,251,0,0,0
-0.2413725372218866,1224,1,5,0,-1.4994929555486698,3,2.4925963196313488,-0.20679364850592966,-1.2236307415539647,310,1,1,1
-0.21876113448506088,2023,0,28,2,1.1988558633191222,2,-1.4673847333549785,-0.20679364850592966,-1.0378309557396708,293,0,0,0
-0.6323442463622719,1809,0,17,1,1.3675026644983592,2,0.662713378179183,-0.20679364850592966,0.24708103299444534,58,0,2,2
-0.8624666587611474,319,1,20,0,-1.3870617547625117,3,-0.39518769734785025,-0.20679364850592966,-0.8858989594902843,61,1,1,1
2.3152576585896494,1623,1,34,1,1.8172274676429911,2,2.521188240591539,-0.20679364850592966,-0.7876800621579424,320,0,2,2
0.7446559206092936,698,1,27,2,-0.2065341465078527,0,0.319610326656902,6.431744946342571,-1.2031213578966329,218,1,2,2
0.4039431930066708,1387,1,22,0,1.1988558633191222,0,0.30531436617680696,-0.20679364850592966,1.2818318721730078,240,0,0,0
-0.10906157151034016,243,1,30,2,0.5242686586021742,2,-0.39518769734785025,-0.20679364850592966,-0.17130885521904587,354,0,0,0
-0.7817850626320194,1359,1,41,2,1.9858742688222282,2,-0.09497252726585435,-0.20679364850592966,0.3431820717318434,161,0,0,0
0.12106084088853543,2194,0,0,1,-0.5438277488663267,1,2.478300359151254,-0.20679364850592966,-0.5964112783012575,111,1,2,2
-0.10172999547143007,1894,1,35,2,-1.3870617547625117,3,0.5769376152986128,-0.20679364850592966,-1.158448899906673,131,1,1,1
0.6798365660970599,2089,1,37,1,0.9177778613537272,0,2.0780134657085925,-0.20679364850592966,1.997442445839873,198,0,2,2
0.26950812582590744,311,1,40,0,-0.4313965480801687,1,1.7920942561066915,-0.20679364850592966,1.012289496080916,215,1,2,2
-0.7351233497114793,1659,0,39,2,-0.4876121484732477,1,0.7341931805796582,-0.20679364850592966,0.9987413546575703,277,1,2,2
-0.7000414157682832,1379,0,27,2,-1.3870617547625117,3,-0.6811069069497512,-0.20679364850592966,-1.0158806077598714,340,1,1,1
1.7327742202085743,707,0,22,1,1.3112870641052803,0,0.13376284041566638,-0.20679364850592966,1.80865817164239,137,0,0,0
-0.8970346971875974,1768,1,5,1,-1.2184149535832747,3,0.03369111705500106,-0.20679364850592966,-1.154423430180206,316,1,1,1
-0.9218044610947563,999,1,42,2,0.9739934617468062,0,-0.295115973987185,-0.20679364850592966,0.9118142845069875,7,0,0,0
-0.5415217787026888,1896,0,21,2,0.46805305820909526,0,0.8199689434602284,-0.20679364850592966,1.2780371618576123,68,0,2,2
0.03417823885733867,52,1,11,1,-0.6562589496524848,0,2.3639326753104934,-0.20679364850592966,0.04959712899957142,10,1,2,2
-0.8117623011088716,973,0,40,1,0.6366998593883323,2,-0.952730156071557,-0.20679364850592966,-1.04278202710388,179,0,0,0
-0.7630792658224637,1513,1,26,1,1.4237182648914384,0,0.07657899849528618,-0.20679364850592966,0.4633590090243535,76,0,0,0
-0.6153856943096526,2242,1,18,1,0.3556218574229373,2,0.2481305242564267,-0.20679364850592966,-0.9329969552899499,178,0,1,1
-0.22503065978936257,206,1,22,0,-0.6000433492594057,1,0.648417417699088,-0.20679364850592966,-1.2823923435865594,351,1,1,1
-0.587155700589737,300,1,3,1,1.704796266856833,2,2.1209013471488776,-0.20679364850592966,0.1423931801717362,139,0,2,2
0.7149527597413725,803,0,6,2,0.46805305820909526,2,0.6055295362588028,1.4528410002061956,-0.9754336109859739,166,0,2,2
0.02314661509785717,2319,1,15,1,-0.7686901504386426,1,-1.1957614842331727,-0.20679364850592966,-0.27106614862519685,142,1,1,1
-0.05393771241404844,896,1,11,0,-1.2746305539763538,3,-0.15215636918623454,-0.20679364850592966,-0.9046596996103863,75,1,1,1
1.6454462420628644,548,1,15,1,-0.7686901504386426,1,-1.4673847333549785,-0.20679364850592966,0.43876261979760256,172,1,0,0
-0.6112402704745679,1587,1,20,1,0.6366998593883323,2,-0.3380038554274701,-0.20679364850592966,0.10312305639430266,71,0,0,0
-0.412499744298317,882,1,6,2,1.7610118672499122,2,-1.0956897608725074,-0.20679364850592966,0.05871468973034678,7,0,0,0
-0.12578030565514456,979,1,10,1,-1.2746305539763538,3,-1.1957614842331727,-0.20679364850592966,-1.079762504724794,29,1,1,1
-0.4389482335601797,564,1,6,2,-1.1621993531901957,3,-1.4387928123947884,-0.20679364850592966,-0.8482056916885051,74,1,1,1
-0.7686635971044372,911,1,32,1,-1.0497681524040376,3,-1.5102726147952636,-0.20679364850592966,-1.1093279132699487,288,1,1,1
3.648508187235568,273,1,12,0,-0.8811213512248006,1,-0.19504425062651967,-0.20679364850592966,-0.6883355716982638,281,1,1,1
1.6957737430028597,922,1,3,0,-1.4432773551555909,3,0.6341214572189929,-0.20679364850592966,-1.113781569903626,255,1,1,1
-0.20738691371441526,2407,1,31,2,1.4799338652845173,2,-1.0528018794322223,-0.20679364850592966,-1.008042479763814,87,0,0,0
-0.9024819896651054,2213,0,30,2,0.5242686586021742,1,-0.938434195591462,-0.20679364850592966,-1.1250169892293451,6,0,0,0
1.5165269867618418,1324,1,30,2,-0.2065341465078527,0,0.0479870775350961,-0.20679364850592966,2.3973331212658096,124,1,0,0
0.5342670960534659,727,1,0,0,0.7491310601744903,0,-0.5381473021488008,-0.20679364850592966,1.7773595035207435,342,0,0,0
0.009853851064693019,2140,1,17,1,1.5923650660706752,2,-0.2808200135070899,-0.20679364850592966,0.7105690021116504,97,0,0,0
-0.6395045238956,660,0,41,1,-1.4432773551555909,3,1.1630719949825097,-0.20679364850592966,-0.8107226713501464,269,1,1,1
-0.3285634765631309,22,1,19,0,0.8053466605675692,0,2.5640761220318242,-0.20679364850592966,0.567723798671563,233,0,2,2
0.3481341398880511,183,1,32,0,0.8053466605675692,1,-0.15215636918623454,-0.20679364850592966,-0.48816203856768037,118,0,0,0
2.54990235153589,1675,1,17,2,1.87344306803607,2,-0.8955463141511768,-0.20679364850592966,0.1568899991739306,21,0,0,0
1.1400471311936948,437,1,23,0,0.9739934617468062,2,-0.967026116551652,-0.20679364850592966,-0.9616649661253823,351,0,0,0
-0.9820672753585085,2014,0,30,0,0.8615622609606481,1,1.7920942561066915,-0.20679364850592966,-0.9928585105153183,329,0,2,2
-0.2798804412767229,28,1,20,0,-0.3751809476870897,0,1.6491346513057412,-0.20679364850592966,0.7073999061996035,240,1,2,2
3.854066393933983,1273,1,42,1,1.9296586684291492,2,0.648417417699088,-0.20679364850592966,0.14358800112239456,27,0,0,0
-0.24401053420784952,1754,0,21,1,0.24319065663677925,0,0.30531436617680696,-0.20679364850592966,1.2116758832204007,213,0,2,2
0.5046324545877776,1701,0,19,1,-0.09410294572169474,0,-0.2665240530269949,-0.20679364850592966,1.3368474797658774,326,1,0,0
-0.058322954156948055,176,0,41,2,-1.1059837527971168,3,-1.3673130099943132,-0.20679364850592966,-1.2361173896863817,241,1,1,1
0.6541760499608746,1225,1,17,1,0.4118374578160162,1,0.1766507218559515,-0.20679364850592966,0.608263099209889,63,0,0,0
-1.00824168701144,581,0,20,1,0.29940625702985824,0,0.16235476137585644,-0.20679364850592966,1.6078974840103026,228,0,2,2
-0.3364432078199035,1542,1,7,1,1.3675026644983592,2,0.648417417699088,-0.20679364850592966,0.5513834683742539,163,0,2,2
-0.9497946369068572,1353,1,40,1,0.9739934617468062,2,-0.6382190255094661,-0.20679364850592966,-0.6030058694709858,291,0,0,0
-0.6302201448930549,2026,1,11,2,0.9739934617468062,2,-1.2529453261535528,-0.20679364850592966,0.4001693902926449,92,0,0,0
0.6698327333710705,1395,1,7,1,0.46805305820909526,2,1.6634306117858362,-0.20679364850592966,0.5945098383100356,98,0,2,2
0.03363008363947634,1084,1,20,0,-1.4432773551555909,3,-1.5102726147952636,-0.20679364850592966,-1.040289825464309,205,1,1,1
-0.9812450425317147,2291,1,1,2,-0.09410294572169474,0,0.5912335757787078,-0.20679364850592966,0.21603876421843415,237,1,2,2
0.055590552055090225,2171,1,40,1,0.8053466605675692,1,0.44827397097775734,-0.20679364850592966,0.5505629904682224,139,0,0,0
-0.8448229126862,179,1,39,1,1.0864246625329643,2,-0.18074829014642463,-0.20679364850592966,-0.043880944431982025,120,0,0,0
-0.5365541220408105,962,1,22,1,0.8615622609606481,1,-0.2808200135070899,-0.20679364850592966,0.7725766198599822,349,0,0,0
-0.03273095742299531,1574,1,10,0,1.3112870641052803,2,-0.8097705512706066,-0.20679364850592966,-0.8631127496437153,217,0,0,0
1.7231129844937485,810,1,28,0,-0.7686901504386426,1,-0.16645232966632958,-0.20679364850592966,1.1655701528883415,26,1,0,0
0.6438981396259539,241,1,15,0,0.07454385545754225,1,0.333906287136997,-0.20679364850592966,0.3223470609055555,322,0,0,0
